,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Number,Arabic,Romanized Arabic,English
467,468,492,499,499,499,499,500,صوت,ṣawt,voice
468,469,493,500,500,500,500,501,الطاقة,al-ṭāqah,energy
469,470,494,501,501,501,501,502,مطاردة,muṭāradah,hunt
470,471,495,502,502,502,502,503,محتمل,muḥtamal,probable
471,472,496,503,503,503,503,504,قاع,qāʿ,bed
472,473,497,504,504,504,504,505,شقيق,shaqīq,brother
473,474,498,505,505,505,505,506,البيض,al-bayḍ,egg
474,475,499,506,506,506,506,507,ركوب,rukūb,ride
475,476,501,508,508,508,508,509,اعتقد,iʿtaqad,believe
476,477,502,509,509,509,509,510,ربما,rubbamā,perhaps
477,478,503,510,510,510,510,511,اختيار,ikhtiyār,pick
478,479,504,511,511,511,511,512,مفاجئ,mufāji’,sudden
479,480,505,512,512,512,512,513,عد,ʿadd,count
480,481,506,513,513,513,513,514,مربع,murabbaʿ,square
481,482,507,514,514,514,514,515,سبب,sabab,reason
482,483,508,515,515,515,515,516,طول,ṭūl,length
483,484,509,516,516,516,516,517,تمثيل,tamthīl,represent
484,485,510,517,517,517,517,518,فن,fann,art
485,486,511,518,518,518,518,519,الموضوع,al-mawḍūʿ,subject
486,487,512,519,519,519,519,520,منطقة,minṭaqah,region
487,488,513,520,520,520,520,521,حجم,ḥajm,size
488,489,514,521,521,521,521,522,تختلف,takhtalif,vary
489,490,515,523,523,523,523,524,الكلام,al-kalām,speak
490,491,516,524,524,524,524,525,الوزن,al-wazn,weight
491,492,517,525,525,525,525,526,عام,ʿām,general
492,493,518,526,526,526,526,527,الجليد,al-jalīd,ice
493,494,519,527,527,527,527,528,مسألة,mas’alah,matter
494,495,520,528,528,528,528,529,دائرة,dā’irah,circle
495,496,521,529,529,529,529,530,زوج,zawj,pair
496,497,522,530,530,530,530,531,تضمن,taḍamman,include
497,498,523,531,531,531,531,532,الفجوة,al-fajwah,divide
498,499,524,532,532,532,532,533,مقطع لفظي,maqṭaʿ lafẓī,syllable
499,500,525,533,533,533,533,534,شعر,shaʿar,felt
500,501,526,534,534,534,534,535,الكبرى,al-kubrā,grand
501,502,527,535,535,535,535,536,كرة,kurah,ball
502,503,528,536,536,536,536,537,بعد,baʿd,yet
503,504,529,537,537,537,537,538,موجة,mawjah,wave
504,505,530,538,538,538,538,539,إسقاط,isqāṭ,drop
505,506,531,539,539,539,539,540,قلب,qalb,heart
506,507,532,540,540,540,540,541,صباحا,ṣabāḥan,am
507,508,533,541,541,541,541,542,الحاضر,al-ḥāḍir,present
508,509,534,542,542,542,542,543,ثقيلة,thaqīlah,heavy
509,510,535,543,543,543,543,544,رقص,raqṣ,dance
510,511,536,544,544,544,544,545,محرك,muḥarrik,engine
511,512,537,545,545,545,545,546,موقف,mawqif,position
512,513,538,546,546,546,546,547,الذراع,al-dhirāʿ,arm
513,514,539,548,548,548,548,549,الشراع,al-shirāʿ,sail
514,515,540,549,549,549,549,550,مادة,māddah,material
515,516,541,550,550,550,550,551,جزء,juz’,fraction
516,517,542,551,551,551,551,552,الغابات,al-ghābāt,forest
517,518,543,552,552,552,552,553,الجلوس,al-julūs,sit
518,519,544,553,553,553,553,554,سباق,sibāq,race
519,520,545,554,554,554,554,555,نافذة,nāfidhah,window
520,521,546,555,555,555,555,556,متجر,matjar,store
521,522,547,556,556,556,556,557,الصيف,al-ṣayf,summer
522,523,548,557,557,557,557,558,قطار,qiṭār,train
523,524,549,558,558,558,558,559,نوم,nawm,sleep
524,525,550,559,559,559,559,560,إثبات,ithbāt,prove
525,526,551,560,560,560,560,561,وحيد,waḥīd,lone
526,527,552,561,561,561,561,562,الساق,al-sāq,leg
527,528,553,562,562,562,562,563,ممارسة,mumārāsah,exercise
528,529,554,563,563,563,563,564,جدار,jidār,wall
529,530,555,564,564,564,564,565,مزلاج,mizlāj,catch
530,531,556,565,565,565,565,566,جبل,jabal,mount
531,532,557,566,566,566,566,567,رغب,raghiba,wish
532,533,559,568,568,568,568,569,مجلس الإدارة,majlis al-idārah,board
533,534,560,569,569,569,569,570,الفرح,al-faraḥ,joy
534,535,561,570,570,570,570,571,شتاء,shitā’,winter
535,536,562,571,571,571,571,572,السبت,al-sabt,sat
536,537,563,572,572,572,572,573,مكتوبة,maktūbah,written
537,538,564,573,573,573,573,574,بري,barrī,wild
538,539,565,574,574,574,574,575,أداة,adāh,instrument
539,540,566,576,576,576,576,577,زجاج,zujāj,glass
540,541,567,577,577,577,577,578,العشب,al-ʿushb,grass
541,542,568,578,578,578,578,579,بقرة,baqarah,cow
542,543,570,580,580,580,580,581,حافة,ḥāfah,edge
543,544,571,581,581,581,581,582,علامة,ʿalāmah,sign
544,545,572,582,582,582,582,583,زيارة,ziyārah,visit
545,546,573,583,583,583,583,584,الماضي,al-māḍī,past
546,547,574,584,584,584,584,585,لينة,layyinah,soft
547,548,575,585,585,585,585,586,مرح,marḥ,fun
548,549,576,586,586,586,586,587,مشرق,mushriq,bright
549,550,577,587,587,587,587,588,الغاز,al-ghāz,gas
550,551,578,588,588,588,588,589,الطقس,al-ṭaqs,weather
551,552,579,589,589,589,589,590,شهر,shahr,month
552,553,580,590,590,590,590,591,مليون,milyūn,million
553,554,581,591,591,591,591,592,تحمل,taḥammal,bear
554,555,582,592,592,592,592,593,نهاية,nihāyah,finish
555,556,583,594,594,594,594,595,نأمل,na’mul,hope
556,557,584,595,595,595,595,596,زهرة,zahrāh,flower
557,558,585,596,596,596,596,597,كسا,kasā,clothe
558,559,587,599,599,599,599,600,تجارة,tijārah,trade
559,560,588,600,600,600,600,601,لحن,laḥn,melody
560,561,590,602,602,602,602,603,مكتب,maktab,office
561,562,591,603,603,603,603,604,تلقي,talaqqī,receive
562,563,592,604,604,604,604,605,الصف,al-ṣaff,row
563,564,593,605,605,605,605,606,فم,fam,mouth
564,565,594,606,606,606,606,607,بالضبط,bil-ḍabṭ,exact
565,566,595,607,607,607,607,608,رمز,ramz,symbol
566,567,596,608,608,608,608,609,مات,māt,die
567,568,597,609,609,609,609,610,الأقل,al-aqall,least
568,569,598,610,610,610,610,611,مشكلة,mushkilah,trouble
569,570,599,611,611,611,611,612,صيحة,ṣayḥah,shout
570,571,600,612,612,612,612,613,إلا,illā,except
571,572,601,613,613,613,613,614,كتب,kataba,wrote
572,573,602,614,614,614,614,615,بذرة,bidhrah,seed
573,574,603,615,615,615,615,616,نغمة,naghmah,tone
574,575,604,616,616,616,616,617,انضمام,inḍimām,join
575,576,605,617,617,617,617,618,اقترح,iqtaraḥa,suggest
576,577,606,618,618,618,618,619,نظيف,naẓīf,clean
577,578,607,619,619,619,619,620,استراحة,istirāḥah,break
578,579,608,620,620,620,620,621,سيدة,sayyidah,lady
579,580,609,621,621,621,621,622,ساحة,sāḥah,yard
580,581,610,622,622,622,622,623,الارتفاع,al-irtifāʿ,rise
581,582,611,623,623,623,623,624,سيئة,sayyi’ah,bad
582,583,612,624,624,624,624,625,ضربة,ḍarbah,blow
583,584,613,625,625,625,625,626,زيت,zayt,oil
584,585,614,626,626,626,626,627,الدم,al-dam,blood
585,586,615,627,627,627,627,628,لمس,lamasa,touch
586,587,616,628,628,628,628,629,نما,namā,grew
587,588,617,629,629,629,629,630,المائة,al-mi’ah,cent
588,589,618,630,630,630,630,631,مزيج,mazīj,mix
589,590,619,631,631,631,631,632,فريق,farīq,team
590,591,620,632,632,632,632,633,سلك,silk,wire
591,592,621,633,633,633,633,634,التكلفة,al-taklufah,cost
592,593,622,634,634,634,634,635,فقدت,faqadat,lost
593,594,623,635,635,635,635,636,أسمر,asmar,brown
594,595,624,636,636,636,636,637,ارتداء,irtidā’,wear
595,596,625,637,637,637,637,638,حديقة,ḥadīqah,garden
596,597,626,638,638,638,638,639,متساو,mutasāw,equal
597,598,627,639,639,639,639,640,أرسلت,arsalt,sent
598,599,628,640,640,640,640,641,اختيار,ikhtiyār,choose
599,600,629,641,641,641,641,642,سقط,saqaṭa,fell
600,601,630,642,642,642,642,643,تناسب,tanāsab,fit
601,602,632,644,644,644,644,645,عادل,ʿādil,fair
602,603,633,646,646,646,646,647,جمع,jamaʿa,collect
603,604,634,647,647,647,647,648,حفظ,ḥafiẓa,save
604,605,635,648,648,648,648,649,السيطرة,al-sayṭarah,control
605,606,636,649,649,649,649,650,العشري,al-ʿashrī,decimal
606,607,637,650,650,650,650,651,إذن,idhn,ear
607,608,638,651,651,651,651,652,آخر,ākhir,else
608,609,639,652,652,652,652,653,تماما,tamāman,quite
609,610,640,653,653,653,653,654,حطم,ḥaṭṭama,broke
610,611,641,654,654,654,654,655,حالة,ḥālah,case
611,612,642,655,655,655,655,656,وسط,wasaṭ,middle
612,613,643,656,656,656,656,657,قتل,qatala,kill
613,614,644,657,657,657,657,658,ابن,ibn,son
614,615,645,658,658,658,658,659,بحيرة,buḥayrah,lake
615,616,647,660,660,660,660,661,على نطاق و,ʿalā niṭāq wāsiʿ,scale
616,617,648,662,662,662,662,663,الربيع,al-rabīʿ,spring
617,618,649,663,663,663,663,664,رصد,raṣada,observe
618,619,650,664,664,664,664,665,طفل,ṭifl,child
619,620,651,665,665,665,665,666,مباشرة,mubāsharatan,straight
620,621,652,666,666,666,666,667,متوافق,mutawāfiq,consonant
621,622,653,667,667,667,667,668,الأمة,al-ummah,nation
622,623,654,668,668,668,668,669,قاموس,qāmūs,dictionary
623,624,655,669,669,669,669,670,حليب,ḥalīb,milk
624,625,656,670,670,670,670,671,السرعة,al-surʿah,speed
625,626,657,671,671,671,671,672,طريقة,ṭarīqah,method
626,627,659,673,673,673,673,674,دفع,dafaʿa,pay
627,628,660,674,674,674,674,675,العمر,al-ʿumr,age
628,629,661,675,675,675,675,676,القسم,al-qism,section
629,630,662,676,676,676,676,677,فستان,fustān,dress
630,631,663,677,677,677,677,678,سحابة,saḥābah,cloud
631,632,664,678,678,678,678,679,مفاجأة,mufāja’ah,surprise
632,633,665,679,679,679,679,680,هادئ,hādi’,quiet
633,634,666,680,680,680,680,681,حجر,ḥajar,stone
634,635,667,681,681,681,681,682,صغير,ṣaghīr,tiny
635,636,668,682,682,682,682,683,تسلق,tasallaqa,climb
636,637,669,683,683,683,683,684,بارد,bārid,cool
637,638,670,684,684,684,684,685,تصميم,taṣmīm,design
638,639,671,686,686,686,686,687,الكثير,al-kathīr,lot
639,640,672,688,688,688,688,689,أسفل,asfal,bottom
640,641,673,689,689,689,689,690,مفتاح,miftāḥ,key
641,642,674,690,690,690,690,691,حديد,ḥadīd,iron
642,643,675,691,691,691,691,692,احد,aḥad,single
643,644,676,692,692,692,692,693,عصا,ʿaṣā,stick
644,645,677,693,693,693,693,694,شقة,shaqqah,flat
645,646,678,694,694,694,694,695,عشرون,ʿishrūn,twenty
646,647,679,695,695,695,695,696,الجلد,al-jild,skin
647,648,680,697,697,697,697,698,تجعد,tajʿad,crease
648,649,681,698,698,698,698,699,حفرة,ḥufrah,hole
649,650,682,699,699,699,699,700,القفزة,al-qafzah,jump
650,651,683,700,700,700,700,701,طفل,ṭifl,baby
651,652,684,701,701,701,701,702,ثمانية,thamāniyah,eight
652,653,685,702,702,702,702,703,قرية,qaryah,village
653,654,686,703,703,703,703,704,تلبية,talbiyah,meet
654,655,687,704,704,704,704,705,الجذر,al-jadhr,root
655,656,688,705,705,705,705,706,شراء,shirā’,buy
656,657,689,706,706,706,706,707,رفع,rafaʿa,raise
657,658,690,708,708,708,708,709,المعادن,al-maʿādin,metal
658,659,691,709,709,709,709,710,سواء,sawā’,whether
659,660,692,710,710,710,710,711,دفع,dafaʿa,push
660,661,693,711,711,711,711,712,سبعة,sabʿah,seven
661,662,694,712,712,712,712,713,فقرة,faqrah,paragraph
662,663,695,713,713,713,713,714,الثالث,al-thālith,third
663,664,696,714,714,714,714,715,يجب,yajibu,shall
664,665,697,715,715,715,715,716,عقدت,ʿuqidat,held
665,666,698,716,716,716,716,717,الشعر,al-shaʿr,hair
666,667,699,717,717,717,717,718,وصف,waṣafa,describe
667,668,700,718,718,718,718,719,طبخ,ṭabkha,cook
668,669,701,719,719,719,719,720,الطابق,al-ṭābiq,floor
669,670,702,720,720,720,720,721,كل,kull,either
670,671,703,721,721,721,721,722,نتيجة,natījah,result
671,672,704,722,722,722,722,723,حرق,ḥaraqa,burn
672,673,705,723,723,723,723,724,التل,al-till,hill
673,674,706,724,724,724,724,725,آمنة,āminah,safe
674,675,707,725,725,725,725,726,القط,al-qiṭṭ,cat
675,676,708,726,726,726,726,727,القرن,al-qarn,century
676,677,709,727,727,727,727,728,النظر,al-naẓar,consider
677,678,710,728,728,728,728,729,نوع,nawʿ,type
678,679,711,729,729,729,729,730,القانون,al-qānūn,law
679,680,712,730,730,730,730,731,لقمة,luqmah,bit
680,681,713,731,731,731,731,732,الساحل,al-sāḥil,coast
681,682,714,732,732,732,732,733,نسخة,nuskhah,copy
682,683,715,733,733,733,733,734,العبارة,al-ʿibārah,phrase
683,684,716,734,734,734,734,735,الصمت,al-ṣamt,silent
684,685,717,735,735,735,735,736,طويل,ṭawīl,tall
685,686,718,736,736,736,736,737,رمل,raml,sand
686,687,719,737,737,737,737,738,التربة,al-turbah,soil
687,688,720,738,738,738,738,739,لفة,laffah,roll
688,689,721,739,739,739,739,740,درجة الحرارة,darajat al-ḥarārah,temperature
689,690,722,740,740,740,740,741,إصبع,iṣbaʿ,finger
690,691,723,741,741,741,741,742,صناعة,ṣināʿah,industry
691,692,724,742,742,742,742,743,قيمة,qīmah,value
692,693,725,743,743,743,743,744,المعركة,al-maʿrakah,fight
693,694,726,744,744,744,744,745,كذبة,kidhbah,lie
694,695,727,745,745,745,745,746,فوز,fawz,beat
695,696,728,746,746,746,746,747,أثار,athāra,excite
696,697,729,747,747,747,747,748,طبيعي,ṭabīʿī,natural
697,698,730,748,748,748,748,749,رأي,ra’y,view
698,699,731,749,749,749,749,750,المعنى,al-maʿnā,sense
699,700,732,750,750,750,750,751,العاصمة,al-ʿāṣimah,capital
700,701,733,751,751,751,751,752,سوف لا,sawfa lā,won’t
701,702,734,752,752,752,752,753,كرسي,kursī,chair
702,703,735,753,753,753,753,754,خطر,khaṭar,danger
703,704,736,754,754,754,754,755,الفاكهة,al-fākihah,fruit
704,705,737,755,755,755,755,756,غني,ghaniyy,rich
705,706,738,756,756,756,756,757,سميك,samīk,thick
706,707,739,757,757,757,757,758,جندي,jundī,soldier
707,708,740,758,758,758,758,759,عملية,ʿamaliyyah,process
708,709,742,760,760,760,760,761,ممارسة,mumārasa,practice
709,710,743,761,761,761,761,762,منفصلة,munfaṣilah,separate
710,711,744,762,762,762,762,763,الصعب,al-ṣaʿb,difficult
711,712,745,763,763,763,763,764,الطبيب,al-ṭabīb,doctor
712,713,746,764,764,764,764,765,الرجاء,al-rajā’,please
713,714,747,765,765,765,765,766,حماية,ḥimāyah,protect
714,715,748,766,766,766,766,767,ظهرا,ẓuhran,noon
715,716,749,767,767,767,767,768,محصول,maḥṣūl,crop
716,717,750,768,768,768,768,769,الحديث,al-ḥadīth,modern
717,718,751,770,770,770,770,771,ضرب,ḍaraba,hit
718,719,752,771,771,771,771,772,طالب,ṭālib,student
719,720,753,772,772,772,772,773,ركن,rukn,corner
720,721,754,773,773,773,773,774,حزب,ḥizb,party
721,722,755,774,774,774,774,775,تزويد,tazwīd,supply
722,723,756,775,775,775,775,776,الذي,alladhī,whose
723,724,757,776,776,776,776,777,حدد,ḥaddada,locate
724,725,758,777,777,777,777,778,عصابة,ʿiṣābah,ring
725,726,759,778,778,778,778,779,حرف,ḥarf,character
726,727,760,779,779,779,779,780,الحشرة,al-ḥasharah,insect
727,728,761,780,780,780,780,781,اشتعلت,ishtaʿalat,caught
728,729,762,781,781,781,781,782,فترة,fatrah,period
729,730,763,782,782,782,782,783,تشير,tushīr,indicate
730,731,764,783,783,783,783,784,راديو,rādyū,radio
731,732,765,784,784,784,784,785,وتحدث,wa taḥaddatha,spoke
732,733,766,785,785,785,785,786,ذرة,dharrah,atom
733,734,767,786,786,786,786,787,بشري,basharī,human
734,735,768,787,787,787,787,788,التاريخ,al-tārīkh,history
735,736,769,788,788,788,788,789,تأثير,ta’thīr,effect
736,737,770,789,789,789,789,790,كهربائي,kahrabā’ī,electric
737,738,771,790,790,790,790,791,توقع,tawakkaʿa,expect
738,739,772,791,791,791,791,792,العظام,al-ʿiẓām,bone
739,740,773,792,792,792,792,793,سكة حديدية,sikkah ḥadīdiyyah,rail
740,741,774,793,793,793,793,794,تخيل,takhayyala,imagine
741,742,775,794,794,794,794,795,توفير,tawfīr,provide
742,743,776,795,795,795,795,796,توافق,tawāfuq,agree
743,744,777,796,796,796,796,797,وبالتالي,wa bi-ttālī,thus
744,745,778,797,797,797,797,798,لطيف,laṭīf,gentle
745,746,779,798,798,798,798,799,امرأة,imra’ah,woman
746,747,780,799,799,799,799,800,نقيب,naqīb,captain
747,748,782,801,801,801,801,802,الضرورة,ad-darura,necessary
748,749,783,804,804,804,804,805,خلق,khalaq,create
749,750,784,805,805,805,805,806,الجيران,al-jeeran,neighbor
750,751,785,806,806,806,806,807,غسل,ghasal,wash
751,752,786,807,807,807,807,808,خفاش,khuffaash,bat
752,753,787,808,808,808,808,809,بالأحرى,bil-ahra,rather
753,754,788,809,809,809,809,810,الحشد,al-hashd,crowd
754,755,789,810,810,810,810,811,الذرة,adh-dhura,corn
755,756,790,811,811,811,811,812,مقارنة,muqarana,compare
756,757,791,812,812,812,812,813,قصيدة,qaseeda,poem
757,758,792,813,813,813,813,814,سلسلة,silsila,string
758,759,793,814,814,814,814,815,جرس,jaras,bell
759,760,794,815,815,815,815,816,تعتمد,ta‘tamid,depend
760,761,795,816,816,816,816,817,اللحوم,al-luhum,meat
761,762,796,817,817,817,817,818,فرك,fark,rub
762,763,797,818,818,818,818,819,أنبوب,anboob,tube
763,764,798,819,819,819,819,820,الشهيرة,ash-shaheera,famous
764,765,799,820,820,820,820,821,الدولار,ad-dollar,dollar
765,766,800,821,821,821,821,822,تيار,tayyar,stream
766,767,801,822,822,822,822,823,خوف,khawf,fear
767,768,802,823,823,823,823,824,مشهد,mashhad,sight
768,769,803,824,824,824,824,825,رقيق,raqeeq,thin
769,770,804,825,825,825,825,826,مثلث,muthallath,triangle
770,771,805,826,826,826,826,827,كوكب,kawkab,planet
771,772,806,827,827,827,827,828,عجل,‘ajjal,hurry
772,773,807,828,828,828,828,829,رئيس,ra’eess,chief
773,774,808,829,829,829,829,830,مستعمرة,musta‘mara,colony
774,775,809,830,830,830,830,831,على مدار الساعة,‘ala madar as-sa‘a,clock
775,776,810,831,831,831,831,832,منجم,manjam,mine
776,777,811,832,832,832,832,833,ربطة عنق,rabtat ‘unuq,tie
777,778,812,833,833,833,833,834,دخول,dukhool,enter
778,779,814,835,835,835,835,836,جديدة,jadeeda,fresh
779,780,815,837,837,837,837,838,إرسال,irsaal,send
780,781,816,838,838,838,838,839,الأصفر,al-asfar,yellow
781,782,817,839,839,839,839,840,بندقية,bunduqiya,gun
782,783,818,840,840,840,840,841,السماح,as-samah,allow
783,784,819,841,841,841,841,842,طباعة,tiba‘a,print
784,785,820,842,842,842,842,843,ميت,mayyit,dead
785,786,821,843,843,843,843,844,بقعة,buq‘a,spot
786,787,822,845,845,845,845,846,دعوى,da‘wa,suit
787,788,823,846,846,846,846,847,التيار,at-tayyar,current
788,789,824,847,847,847,847,848,رفع,rafa‘a,lift
789,790,825,848,848,848,848,849,ارتفع,irtafa‘a,rose
790,791,826,849,849,849,849,850,وصول,wusool,arrive
791,792,827,850,850,850,850,851,سيد,sayyid,master
792,793,828,851,851,851,851,852,المسار,al-masaar,track
793,794,829,852,852,852,852,853,الأم,al-umm,parent
794,795,830,853,853,853,853,854,الشاطئ,ash-shati’,shore
795,796,831,854,854,854,854,855,تقسيم,taqseem,division
796,797,832,855,855,855,855,856,ورقة,waraqah,sheet
797,798,833,856,856,856,856,857,مادة,maadda,substance
798,799,834,857,857,857,857,858,صالح,saalih,favor
799,800,835,858,858,858,858,859,اتصال,ittisaal,connect
800,801,836,859,859,859,859,860,آخر,aakhir,post
801,802,837,860,860,860,860,861,أنفق,anfaqa,spend
802,803,838,861,861,861,861,862,وتر,watar,chord
803,804,839,862,862,862,862,863,دهن,duhn,fat
804,805,840,863,863,863,863,864,سعيد,sa‘eed,glad
805,806,841,864,864,864,864,865,الأصلي,al-asli,original
806,807,842,865,865,865,865,866,حصة,hissa,share
807,808,843,866,866,866,866,867,محطة,mahatta,station
808,809,844,867,867,867,867,868,أب,ab,dad
809,810,845,868,868,868,868,869,الخبز,al-khubz,bread
810,811,846,869,869,869,869,870,تهمة,tuhama,charge
811,812,847,870,870,870,870,871,السليم,as-saleem,proper
812,813,848,872,872,872,872,873,العرض,al-‘ard,offer
813,814,849,873,873,873,873,874,قطاع,qita‘,segment
814,815,850,874,874,874,874,875,الرقيق,ar-raqeeq,slave
815,816,851,875,875,875,875,876,بط,batt,duck
816,817,853,877,877,877,877,878,سوق,sooq,market
817,818,854,878,878,878,878,879,درجة,daraja,degree
818,819,855,879,879,879,879,880,أهل,ahl,populate
819,820,856,880,880,880,880,881,كتكوت,katkoot,chick
820,821,857,881,881,881,881,882,عزيزتي,‘azeezati,dear
821,822,858,882,882,882,882,883,العدو,al-‘adu,enemy
822,823,859,883,883,883,883,884,الرد,ar-radd,reply
823,824,860,884,884,884,884,885,شراب,sharaab,drink
824,825,861,885,885,885,885,886,تحدث,tahaddath,occur
825,826,862,886,886,886,886,887,دعم,da‘m,support
826,827,864,888,888,888,888,889,الطبيعة,at-tabee‘a,nature
827,828,865,889,889,889,889,890,مجموعة,majmoo‘a,range
828,829,866,890,890,890,890,891,البخار,al-bukhaar,steam
829,830,867,891,891,891,891,892,الحركة,al-haraka,motion
830,831,868,892,892,892,892,893,مسار,masaar,path
831,832,869,893,893,893,893,894,السائل,as-saa’il,liquid
832,833,870,894,894,894,894,895,تسجيل,tasjeel,log
833,834,871,895,895,895,895,896,مقصود,maqsood,meant
834,835,872,896,896,896,896,897,حاصل,haasil,quotient
835,836,873,897,897,897,897,898,أسنان,asnaan,teeth
836,837,874,898,898,898,898,899,قذيفة,qadheefa,shell
837,838,875,899,899,899,899,900,الرقبة,ar-raqaba,neck
838,839,876,900,900,900,900,901,الأكسجين,al-uksujeen,oxygen
839,840,877,901,901,901,901,902,السكر,as-sukkar,sugar
840,841,878,902,902,902,902,903,الموت,al-mawt,death
841,842,879,903,903,903,903,904,جميل,jameel,pretty
842,843,880,904,904,904,904,905,مهارة,mahaara,skill
843,844,881,905,905,905,905,906,النساء,an-nisaa’,women
844,845,882,906,906,906,906,907,الموسم,al-mawsim,season
845,846,883,908,908,908,908,909,مغناطيس,mighnaatees,magnet
846,847,884,909,909,909,909,910,فضة,fidda,silver
847,848,885,910,910,910,910,911,شكرا,shukran,thank
848,849,886,911,911,911,911,912,فرع,far‘,branch
849,850,887,912,912,912,912,913,مباراة,mubaaraah,match
850,851,888,913,913,913,913,914,لاحقة,laahiqa,suffix
851,852,889,915,915,915,915,916,تين,teen,fig
852,853,890,916,916,916,916,917,خائف,khaa’if,afraid
853,854,891,917,917,917,917,918,ضخم,dhakhm,huge
854,855,892,918,918,918,918,919,شقيقة,shaqeeqa,sister
855,856,893,919,919,919,919,920,الصلب,as-sulb,steel
856,857,895,921,921,921,921,922,إلى الأمام,ila al-amaam,forward
857,858,896,922,922,922,922,923,مماثل,mumaathil,similar
858,859,897,924,924,924,924,925,التجربة,at-tajriba,experience
859,860,898,925,925,925,925,926,النتيجة,an-nateejah,score
860,861,899,926,926,926,926,927,تفاحة,tuffaaha,apple
861,862,900,927,927,927,927,928,اشترى,ishtara,bought
862,863,901,928,928,928,928,929,أدى,adda,led
863,864,902,930,930,930,930,931,معطف,mi‘taf,coat
864,865,903,932,932,932,932,933,بطاقة,bitaaqa,card
865,866,904,933,933,933,933,934,فرقة,firqa,band
866,867,905,934,934,934,934,935,حبل,habl,rope
867,868,906,935,935,935,935,936,انزلاق,inzilaq,slip
868,869,907,936,936,936,936,937,الفوز,al-fawz,win
869,870,908,937,937,937,937,938,حلم,hulm,dream
870,871,909,938,938,938,938,939,مساء,masaa’,evening
871,872,910,939,939,939,939,940,حالة,haala,condition
872,873,911,940,940,940,940,941,علف,‘alaf,feed
873,874,912,941,941,941,941,942,أداة,adaa,tool
874,875,913,942,942,942,942,943,الكل,al-kull,total
875,876,914,943,943,943,943,944,الأساسية,al-asaasiyya,basic
876,877,915,944,944,944,944,945,رائحة,raa’iha,smell
877,878,916,945,945,945,945,946,الوادي,al-waadi,valley
878,879,917,946,946,946,946,947,ولا,wa laa,nor
879,880,918,947,947,947,947,948,ضعف,da‘f,double
880,881,919,948,948,948,948,949,مقعد,maq‘ad,seat
881,882,920,949,949,949,949,950,تواصل,tawassul,continue
882,883,921,951,951,951,951,952,جدول,jadwal,chart
883,884,922,952,952,952,952,953,قبعة,qubba‘a,hat
884,885,923,953,953,953,953,954,بيع,bay‘,sell
885,886,924,954,954,954,954,955,نجاح,najah,success
886,887,925,955,955,955,955,956,شركة,sharika,company
887,888,926,956,956,956,956,957,طرح,tarh,subtract
888,889,927,957,957,957,957,958,حدث,hadath,event
889,890,928,959,959,959,959,960,صفقة,safqa,deal
890,891,929,960,960,960,960,961,السباحة,as-sibaaha,swim
891,892,930,961,961,961,961,962,مصطلح,mustalah,term
892,893,931,962,962,962,962,963,العكس,al-‘aks,opposite
893,894,932,963,963,963,963,964,زوجة,zawja,wife
894,895,933,964,964,964,964,965,حذاء,hithaa’,shoe
895,896,934,965,965,965,965,966,الكتف,al-katif,shoulder
896,897,935,966,966,966,966,967,انتشار,intishaar,spread
897,898,936,967,967,967,967,968,رتب,rattab,arrange
898,899,937,968,968,968,968,969,مخيم,mukhayyam,camp
899,900,939,970,970,970,970,971,قطن,qutn,cotton
900,901,940,971,971,971,971,972,الولادة,al-wilaadah,born
901,902,941,972,972,972,972,973,حدد,haddad,determine
902,903,942,973,973,973,973,974,رابعا,raabi‘an,quart
903,904,943,974,974,974,974,975,تسعة,tis‘a,nine
904,905,944,975,975,975,975,976,شاحنة,shaahina,truck
905,906,945,976,976,976,976,977,الضوضاء,ad-dawdhaa’,noise
906,907,947,978,978,978,978,979,فرصة,fursa,chance
907,908,948,979,979,979,979,980,جمع,jam‘,gather
908,909,949,980,980,980,980,981,متجر,matjar,shop
909,910,950,981,981,981,981,982,امتداد,imtidaad,stretch
910,911,951,982,982,982,982,983,رمي,ramy,throw
911,912,952,983,983,983,983,984,تألق,ta’allaq,shine
912,913,953,984,984,984,984,985,الملكية,al-milkiyya,property
913,914,954,985,985,985,985,986,عمود,‘amood,column
914,915,955,986,986,986,986,987,جزيء,juzi’,molecule
915,916,956,987,987,987,987,988,اختر,ikhtar,select
916,917,957,988,988,988,988,989,خاطئ,khaati’,wrong
917,918,958,989,989,989,989,990,رمادي,ramaadi,gray
918,919,959,990,990,990,990,991,كرر,karrar,repeat
919,920,960,991,991,991,991,992,تتطلب,tatatalab,require
920,921,961,993,993,993,993,994,إعداد,i‘daad,prepare
921,923,963,995,995,995,995,996,الأنف,al-anf,nose
922,924,964,996,996,996,996,997,الجمع,al-jam‘,plural
923,925,965,997,997,997,997,998,غضب,ghadhab,anger
924,926,966,998,998,998,998,999,مطالبة,mutaalaba,claim
925,927,967,999,999,999,999,1000,القارة,al-qaara,continent
